x,y,Class
0.8931439482571133,0.7308940460744907,C2
0.9143675445793976,0.6790652905138191,C2
0.9426506566705851,0.6532428356006235,C2
0.8787824545396876,0.7446493489859627,C2
0.875766038985777,0.7974779920746243,C2
0.8327299895840443,0.8616532530743928,C2
0.7510373732278575,0.7809995773920085,C2
0.8130038498151009,0.8475035709946704,C2
0.7995260753179705,0.8056761991728687,C2
0.755499430354389,0.8736289658037244,C2
0.7673630561245189,0.8214164244031429,C2
0.7201622997894442,0.924487766614836,C2
0.6443141371448602,0.8208261502727839,C2
0.5899725158474601,0.8175837794035902,C2
0.5781590872863981,0.7800427368005581,C2
0.6329185479203238,0.933741969568656,C2
0.5643267437106271,0.8733773722689921,C2
0.5884800407620123,0.8432047412512301,C2
0.523244063280168,0.8484269097144517,C2
0.5133483406627497,0.8901413847452829,C2
0.5214413466816938,0.8661943194452618,C2
0.48504115395384356,0.8565594290106398,C2
0.44403028076247025,0.9262124705152472,C2
0.5032590563907681,0.856201612399636,C2
0.4123376551624322,0.8202339453534857,C2
0.3923377655097495,0.8634192968547346,C2
0.4214640412576903,0.8499813137082982,C2
0.3989226148932565,0.7794257996345584,C2
0.42998844126594027,0.8144154804878786,C2
0.2593947452442162,0.7663248526693508,C2
0.3033620691599919,0.7363572500075453,C2
0.899468666683255,0.627756674557675,C2
0.8577489290548589,0.5760869287190988,C2
0.8248575666787482,0.5341047793990269,C2
0.843281566514481,0.4859273110890424,C2
0.8349503377998005,0.5238392640830387,C2
0.8757302951052272,0.4113750280005811,C2
0.8498974138878678,0.41770006641234086,C2
0.7362118896481602,0.4062455964693263,C2
0.8356166366419083,0.3762535920578521,C2
0.7004960322769123,0.28774113042835847,C2
0.2609369260750483,0.305765623974074,C2
0.273840236053781,0.3185631752372693,C2
0.25105081608643315,0.33449087579957826,C2
0.309173464234544,0.3717042862262712,C2
0.23762258879701018,0.39419142899172116,C2
0.5264177159155295,0.269541603321465,C2
0.56692920377283,0.25825063967662065,C2
0.5899210185437546,0.1612425313647681,C2
0.6434520368891739,0.17604501871733252,C2
0.6021428060248452,0.19286561030605023,C2
0.5491588267278905,0.1499843270909222,C2
0.7328798130665151,0.15997427712713003,C2
0.7145168142429733,0.26648857745048,C2
0.756331296968626,0.16556485461072948,C2
0.7476942480428488,0.21184570586465315,C2
0.7323615556492736,0.186692542663963,C2
0.8303386165191027,0.5455215886339264,C2
0.9020808902844067,0.4361029195073708,C2
0.9368128145098841,0.511029676115787,C2
0.8423329827867664,0.30553497107925587,C2
0.874563063849373,0.298080298028085,C2
0.8345040316921253,0.2442296402086768,C2
0.7756800335130903,0.2939987331189243,C2
0.17519839693104508,0.5686721296758974,C2
0.2212763916655562,0.5751045957226923,C2
0.18460121916568675,0.5049886913759296,C2
0.23175208245560125,0.5750616878902051,C2
0.18205996493366913,0.47068741511706075,C2
0.177668213826586,0.434379055456199,C2
0.28642781057693795,0.32615783550182625,C2
0.27399943640352264,0.31855497235294516,C2
0.330462524334537,0.3262888011881508,C2
0.3485482158958564,0.10739466571857076,C2
0.3179656239473956,0.16174293680811166,C2
0.6425702779150317,0.02141584784850485,C2
0.646463002629189,0.10291740091774387,C2
0.3198383701730762,0.3037404252613835,C2
0.3965567941559551,0.2562799112322806,C2
0.3586565788331775,0.260520637294259,C2
0.3469212456705502,0.19122741917179237,C2
0.32148797725029576,0.20176690279610357,C2
0.37701656457198685,0.3062756603543098,C2
0.37372635520700004,0.28832861715569447,C2
0.3714723164717244,0.30562119869195264,C2
0.26900818217467115,0.2057753018328919,C2
0.3382127074075867,0.21318071952778989,C2
0.3602000493236512,0.21921703434107373,C2
0.3594802956224681,0.29492022405974627,C2
0.2980052273621741,0.294786543067475,C2
